Name,city,state,country
"Neuropsychiatrie: recherche epidemiologue et clinique, INSERM U1061",,,France
Mount Sinai Morningside,,,United States
Leibniz Research Centre for Working Environment & Human Factors,,,Germany
Université Montpellier 2,,,France
Harvard Pilgrim Health Care Institute,,,United States
Osaka International Cancer Institute,,,Japan
Palo Alto University,,,United States
Bethlem Royal Hospital,,,United Kingdom
Helen Schneider Hospital for Women,,,Israel
Boys Town National Research Hospital,,,United States
Manchester Academic Health Science Centre,,,United Kingdom
Université Nantes Angers Le Mans,,,France
International Psychoanalytic University Berlin,,,Germany
Roehampton University,,,United Kingdom
Davidson College,,,United States
Istituti Fisioterapici Ospitalieri,,,Italy
Lublin University of Technology,,,Poland
Dermatological Institute San Gallicano,,,Italy
Hospital Universitario de Guadalajara,,,Spain
German Heart Center Berlin,,,Germany
San Gerardo Hospital,,,Italy
Institute for Systems Biology,,,United States
Liverpool Heart and Chest Hospital NHS Foundation Trust,,,United Kingdom
Klinicki bolnicki centar Split,,,Croatia
Royal National Hospital for Rheumatic Diseases,,,United Kingdom
"Nuffield Department of Orthopaedics, Rheumatology and Musculoskeletal Sciences",,,United Kingdom
German Institute of Human Nutrition,,,Germany
National Human Genome Research Institute,,,United States
Royal Brompton Hospital,,,United Kingdom
Yeungnam University Hospital,,,South Korea
Hospital Universitario de Burgos,,,Spain
Ulleval Hospital,,,Norway
Chuncheon Sacred Heart Hospital,,,South Korea
Lazarski University,,,Poland
Université Nice Sophia Antipolis,,,France
TI Food & Nutrition,,,Netherlands
St. George's Hospital,,,United Kingdom
Private University in the Principality of Liechtenstein,,,Liechtenstein
Université of Lomé,,,Togo
Royal Surrey County Hospital,,,United Kingdom
Indian Institute of Technology Kanpur,,,India
Institut Pascal,,,France
Istituto Mediterraneo per i Trapianti e Terapie ad Alta Specializzazione (ISMETT),,,Italy
Austin Hospital,,,Australia
Istituto Nazionale dei Tumori Regina Elena,,,Italy
Cardinal Wyszynski Institute of Cardiology,,,Poland
Kangdong Sacred Heart Hospital,,,South Korea
Maudsley Hospital,,,United Kingdom
Memorial Hermann-Texas Medical Center,,,United States
Belfast Health and Social Care Trust,,,United Kingdom
"St Mary's Hospital, Manchester",,,United Kingdom
Université Paris I - Panthéon-Sorbonne,,,France
Gangnam Severance Hospital,,,South Korea
University Hospital Halle (Saale),,,Germany
Birmingham Womens and Childrens NHS Foundation Trust,,,United Kingdom
Hospital Universitario Principe de Asturias,,,Spain
Université Paris Lumiéres,,,France
Lismore Base Hospital,,,Australia
Université Paris-Saclay,,,France
Azienda Ospedaliera Universitaria Mater Domini,,,Italy
Noordwest Ziekenhuisgroep,,,Netherlands
Hospital Universitario Rey Juan Carlos,,,Spain
Medical University of Pleven,,,Bulgaria
University of Tlemcen,,,Algeria
University of Applied Sciences and Arts of Southern Switzerland,,,Switzerland
Azienda Ospedaliera Universitaria Federico II,,,Italy
"Université Paris-Saclay, COMuE",,,France
Queen Charlotte and Chelsea Hospital,,,United Kingdom
Institute of Rural Health,,,Poland
Université Polytechnique Hauts-de-France,,,France
Fritz Lipmann Institute (Leibniz Institute for Age Research),,,Germany
Saint John Fisher College,,,United States
Iwate Medical University,,,Japan
Hillel Yaffe Medical Center,,,Israel
Juntendo University Hospital,,,Japan
Leipzig Heart Center,,,Germany
CHU Gabriel-Montpied,,,France
Université Sorbonne Paris Cité,,,France
Universitá Telematica Pegaso,,,Italy
Ziekenhuis Oost-Limburg,,,Belgium
Universitá Telematica Sapienza Roma,,,Italy
University Heart Center Freiburg - Bad Krozingen,,,Germany
Svendborg Hospital,,,Denmark
Groupement des Hôpitaux de l'Institut Catholique de Lille,,,France
Centre Oscar Lambret,,,France
Belarusian State University,,,Belarus
Université Toulouse III - Paul Sabatier,,,France
Benedikt Kreutz Rehabilitationszentrum für Herz- und Kreislaufkranke,,,Germany
Belfast City Hospital,,,United Kingdom
Clinique Psychiatrique Universitaire,,,France
University of Kansas Medical Center,,,United States
Institutul Clinic Fundeni,,,Romania
Ternopil Volodymyr Hnatiuk National Pedagogical University,,,Ukraine
Inha University Hospital,,,South Korea
Bristol Eye Hospital,,,United Kingdom
Wolfson Medical Center,,,Israel
University of Corsica Pascal Paoli,,,France
Middle East Technical University,,,Turkey
Universitäre Psychiatrische Kliniken Basel,,,Switzerland
Meander Medical Center,,,Netherlands
Scientific Institute of Public Health,,,Belgium
Olive View-UCLA Medical Center,,,United States
Sciensano,,,Belgium
"Prince of Wales Hospital, Hong Kong",,,China
University of Louisville Hospital,,,United States
St Helens and Knowsley Hospitals NHS Trust,,,United Kingdom
Universität Regensburg,,,Germany
Institut de Chimie Radicalaire,,,France
Royal Cornwall Hospitals NHS Trust,,,United Kingdom
Universität zu Lübeck,,,Germany
Royal Sussex County Hospital,,,United Kingdom
Johns Hopkins Bayview Medical Center,,,United States
Hospital for Tropical Diseases,,,United Kingdom
Castle Hill Hospital,,,United Kingdom
St. Boniface General Hospital,,,Canada
Saint Elizabeth's Medical Center,,,United States
University of South Wales,,,United Kingdom
Centre Hospitalier Regional Universitaire de Tours,,,France
Centre of infection and immunology of Lille,,,France
Azienda Universitaria Ospedaliera Consorziale - Policlinico Bari,,,Italy
Manchester Royal Infirmary,,,United Kingdom
London North West University Healthcare NHS Trust,,,United Kingdom
Northwick Park Hospital,,,United Kingdom
Centre Hospitalier Universitaire de La Reunion,,,France
Suez University,,,Egypt
Madurai Kamaraj University,,,India
Centre Hospitalier Universitaire de Liege,,,Belgium
Universidade Estadual Norte Fluminense Darcy Ribeiro,,,Brazil
National Institute of Dental and Craniofacial Research,,,United States
Universitätsklinikum Würzburg,,,Germany
"National Center for Parasitology, Entomology and Malaria Control",,,Cambodia
The Dudley Group NHS Foundation Trust,,,United Kingdom
Ivan Franko National University of Lviv,,,Ukraine
Seoul National University Bundang Hospital,,,South Korea
UCLA Health,,,United States
Sapir College,,,Israel
Universitätsklinikum Erlangen,,,Germany
Universitätsmedizin Göttingen,,,Germany
Women's College Hospital,,,Canada
Children's National Hospital,,,United States
Barnard College,,,United States
Towson University,,,United States
Institute of Computer Science,,,Greece
Zuyd University of Applied Sciences,,,Netherlands
Baden-Wuerttemberg Cooperative State University,,,Germany
Avondale University College,,,Australia
IT University of Copenhagen,,,Denmark
Pontifical Catholic University of Rio de Janeiro - PUCRio,,,Brazil
South-Arizona VA Health Care System,,,United States
Max Planck Institute for Intelligent Systems,,,Germany
University of Applied Sciences Utrecht,,,Netherlands
RAND Corporation,,,United States
Istituto Zooprofilattico Sperimentale delle Venezie (IZSV),,,Italy
VSB - Technical University of Ostrava,,,Czech Republic
"Institute for Game and Wildlife Research, CSIC",,,Spain
Centro de Pesquisas Aggeu Magalhaes,,,Brazil
Universitas Pelita Harapan (UPH),,,Indonesia
Biruni University,,,Turkey
Yüzüncü Yil University,,,Turkey
Mie University Hospital,,,Japan
Yeni Yzyil University,,,Turkey
University of Algiers I Benyoucef Benkhedda,,,Algeria
Malek Ashtar University of Technology,,,Iran
Gauhati University,,,India
Istanbul Gelisim University,,,Turkey
Regenstrief Institute,,,United States
UR Medicine,,,United States
Lahey Hospital & Medical Center,,,United States
NewYork-Presbyterian / Queens,,,United States
Netherlands Comprehensive Cancer Organisation (IKNL),,,Netherlands
University of the Peloponnese,,,Greece
St Bartholomew's Hospital,,,United Kingdom
Organisation for Economic Co-operation and Development,,,France
Berlin Social Science Centre,,,Germany
Institute of Psychiatry and Neurology (IPiN),,,Poland
Grady Memorial Hospital,,,United States
Asahikawa Medical University Hospital,,,Japan
Ospedale Regionale di Lugano - Civico e Italiano,,,Switzerland
UNM Hospital,,,United States
UNM Health Sciences Center,,,United States
TIRR Memorial Hermann,,,United States
MUSC Health,,,United States
Monroe Carell Jr. Children's Hospital at Vanderbilt,,,United States
Åbo Akademi University,,,Finland
UK HealthCare,,,United States
Osaka National Hospital,,,Japan
Rancho Los Amigos National Rehabilitation Center,,,United States
Kaleida Health Institute,,,United States
George Washington University Hospital,,,United States
Gazi Hospital,,,Turkey
Khoula Hospital,,,Oman
"Royal Victoria Hospital, Belfast",,,United Kingdom
San Francisco VA Medical Center,,,United States
VA Portland Health Care System,,,United States
Clark University,,,United States
Butler Hospital,,,United States
Children's Wisconsin,,,United States
Vanderbilt-Ingram Cancer Center,,,United States
Vanderbilt University Medical Center,,,United States
Penn Presbyterian Medical Center,,,United States
National Institute of Biomedical Imaging and Bioengineering,,,United States
Sidney & Lois Eskenazi Hospital,,,United States
Edith Nourse Rogers Memorial Veterans Hospital,,,United States
"Bernard M. Baruch College, City University of New York",,,United States
Cork University Hospital,,,Ireland
Papworth Hospital NHS Foundation Trust,,,United Kingdom
Magdeburg University Hospital,,,Germany
Evangelismos Athens General Hospital,,,Greece
Hutchison/MRC Research Centre,,,United Kingdom
Strong Memorial Hospital,,,United States
"Islamic Azad University, Esfahan Branch",,,Iran
University of South Dakota,,,United States
Igdir University,,,Turkey
Universidade Estadual de Ponta Grossa,,,Brazil
Óbuda University,,,Hungary
Beckman Research Institute of City of Hope,,,United States
Delhi Technological University,,,India
National Institute of Technology Rourkela,,,India
Anadolu University,,,Turkey
University of Mazandaran (UMZ),,,Iran
Instituto Carlos Chagas,,,Brazil
École Centrale de Lille,,,France
Shinshu University Hospital,,,Japan
Universidade do Estado de Santa Catarina - UDESC,,,Brazil
Universidade Federal do Rio Grande - FURG,,,Brazil
German University in Cairo,,,Egypt
Universidade de Santo Amaro - UNISA,,,Brazil
Beijing Tuberculosis and Thoracic Tumor Research Institute,,,China
General University Hospital of Alexandroupolis,,,Greece
Kharazmi University,,,Iran
Texas A&M University-Kingsville,,,United States
University of Mumbai,,,India
Baystate Medical Center,,,United States
Sakarya University Teaching and Education Hospital,,,Turkey
University of Zadar,,,Croatia
Birmingham and Solihull Mental Health NHS Foundation Trust,,,United Kingdom
École centrale de Marseille,,,France
Azienda Ospedaliera Universitaria Policlinico G. Martino,,,Italy
Azienda Socio Sanitaria Territoriale di Monza,,,Italy
Fondazione Salvatore Maugeri - Clinica del Lavoro e della Riabilitazione,,,Italy
Pavlov First Saint Petersburg State Medical University,,,Russia
Scotland's Rural College,,,United Kingdom
Hallym University Sacred Heart Hospital,,,South Korea
Liverpool Hope University,,,United Kingdom
MRC Laboratory of Molecular Biology,,,United Kingdom
Royal Hobart Hospital,,,Australia
Birmingham Children's Hospital,,,United Kingdom
École d'ingénieurs de Purpan,,,France
Marymount University,,,United States
École de technologie supérieure,,,Canada
Harokopio University,,,Greece
École des hautes études en santé publique (EHESP),,,France
Agrifood Research and Technology Centre of Aragón,,,Spain
Wichita State University,,,United States
Universitas Brawijaya (UB),,,Indonesia
Queen Margaret University,,,United Kingdom
Chubu University,,,Japan
International University of Languages and Media (IULM),,,Italy
University of Mary Hardin-Baylor,,,United States
Bern University of Applied Sciences,,,Switzerland
Spanish National Center for Cardiovascular Research,,,Spain
Conselho Nacional de Desenvolvimento Cientifico e Tecnologico - CNPq,,,Brazil
